MUNICIPIO,REDE,IDEB_2015,IDEB_2017
Santa Rosa do Sul,Estadual,6.4,5.9
Santa Rosa do Sul,Municipal,5.8,5.2
Santa Rosa do Sul,Pública,6.2,5.6
Santa Terezinha,Estadual,6.3,6.9
Santa Terezinha,Pública,6.4,6.9
Santa Terezinha do Progresso,Estadual,-,-
Santa Terezinha do Progresso,Municipal,6.4,5.7
Santa Terezinha do Progresso,Pública,6.4,5.7
Santiago do Sul,Municipal,-,7.6
Santiago do Sul,Pública,-,7.6
Santo Amaro da Imperatriz,Estadual,5.8,6.1
Santo Amaro da Imperatriz,Municipal,6,6.1
Santo Amaro da Imperatriz,Pública,5.9,6.1
São Bernardino,Municipal,6.4,5.9
São Bernardino,Pública,6.4,5.9
São Bento do Sul,Estadual,6.5,7.1
São Bento do Sul,Municipal,6.5,6.8
São Bento do Sul,Pública,6.5,6.9
São Bonifácio,Estadual,6.9,6.8
São Bonifácio,Pública,6.7,6.8
São Carlos,Estadual,5.8,6.3
São Carlos,Municipal,-,6.1
São Carlos,Pública,5.9,6.3
São Cristóvão do Sul,Estadual,-,-
São Cristóvão do Sul,Municipal,5.6,5.5
São Cristóvão do Sul,Pública,5.6,5.5
São Domingos,Estadual,6.8,6.5
São Domingos,Municipal,6.6,6.2
São Domingos,Pública,6.7,6.3
São Francisco do Sul,Estadual,5.5,6.1
São Francisco do Sul,Municipal,5.5,5.5
São Francisco do Sul,Pública,5.5,5.8
São João do Oeste,Estadual,-,-
São João do Oeste,Municipal,7.3,7.5
São João do Oeste,Pública,7.3,7.5
São João Batista,Estadual,6.4,6
São João Batista,Municipal,6.2,6.4
São João Batista,Pública,6.2,6.3
São João do Itaperiú,Estadual,5.4,5.8
São João do Itaperiú,Pública,5.5,6.1
São João do Sul,Estadual,-,-
São João do Sul,Municipal,5.6,6
São João do Sul,Pública,5.6,6
São Joaquim,Estadual,5.4,5.3
São Joaquim,Municipal,4.5,5
São Joaquim,Pública,5.2,5.2
São José,Estadual,5.6,5.5
São José,Municipal,6.2,6.7
São José,Pública,5.9,6.2
São José do Cedro,Estadual,5.8,6.5
São José do Cedro,Municipal,7,6.8
São José do Cedro,Pública,6.7,6.7
São José do Cerrito,Estadual,5.4,5.8
São José do Cerrito,Municipal,4.8,4.4
São José do Cerrito,Pública,5.1,5.5
São Lourenço do Oeste,Estadual,-,-
São Lourenço do Oeste,Municipal,6.4,6.6
São Lourenço do Oeste,Pública,6.4,6.6
São Ludgero,Estadual,6.4,6.1
São Ludgero,Municipal,6.4,6.5
São Ludgero,Pública,6.4,6.4
São Martinho,Estadual,6.5,5.3
São Martinho,Municipal,5.9,6.2
São Martinho,Pública,6.2,5.8
São Miguel da Boa Vista,Municipal,6.1,6
São Miguel da Boa Vista,Pública,6.1,6
São Miguel do Oeste,Estadual,5.9,6.2
São Miguel do Oeste,Municipal,6.9,6.7
São Miguel do Oeste,Pública,6.5,6.6
São Pedro de Alcântara,Estadual,6.2,6.9
São Pedro de Alcântara,Municipal,7.3,6.7
São Pedro de Alcântara,Pública,6.7,6.8
Saudades,Estadual,-,-
Saudades,Municipal,6.5,6.8
Saudades,Pública,6.4,6.9
Schroeder,Estadual,5.6,5.7
Schroeder,Municipal,6.3,6.7
Schroeder,Pública,6.1,6.5
Seara,Estadual,6.7,6.7
Seara,Municipal,-,7.1
Seara,Pública,6.2,6.9
Serra Alta,Estadual,-,-
Serra Alta,Municipal,6.5,7
Serra Alta,Pública,6.5,7
Siderópolis,Estadual,5.7,5.2
Siderópolis,Municipal,6.4,6.4
Siderópolis,Pública,5.9,5.4
Sombrio,Estadual,6,6.1
Sombrio,Municipal,5.6,6
Sombrio,Pública,5.7,6
Sul Brasil,Municipal,-,7.1
Sul Brasil,Pública,-,7.1
Taió,Estadual,5.6,5.8
Taió,Municipal,6.3,6
Taió,Pública,5.9,5.9
Tangará,Estadual,6.9,6.3
Tangará,Municipal,6.6,6.8
Tangará,Pública,6.8,6.6
Tigrinhos,Municipal,5.3,6.7
Tigrinhos,Pública,5.3,6.7
Tijucas,Estadual,6,5.8
Tijucas,Municipal,5.8,5.9
Tijucas,Pública,5.9,5.9
Timbé do Sul,Estadual,6,-
Timbé do Sul,Municipal,6.1,5.8
Timbé do Sul,Pública,6.1,5.8
Timbó,Estadual,6.5,6.6
Timbó,Municipal,7,6.9
Timbó,Pública,6.7,6.8
Timbó Grande,Estadual,-,-
Timbó Grande,Municipal,5.7,6.2
Timbó Grande,Pública,5.7,6.2
Três Barras,Estadual,5.5,5.7
Três Barras,Municipal,5,5.2
Três Barras,Pública,5.2,5.4
Treviso,Estadual,3.4,-
Treviso,Municipal,7,6.4
Treviso,Pública,5.8,6.4
Treze de Maio,Estadual,-,-
Treze de Maio,Municipal,6,6.3
Treze de Maio,Pública,6,6.3
Treze Tílias,Estadual,-,-
Treze Tílias,Municipal,7.1,7.3
Treze Tílias,Pública,7.1,7.3
Trombudo Central,Estadual,-,-
Trombudo Central,Municipal,6.4,6.6
Trombudo Central,Pública,6.4,6.6
Tubarão,Estadual,6,6.1
Tubarão,Municipal,6,6.1
Tubarão,Pública,5.9,6.1
Tunápolis,Estadual,-,-
Tunápolis,Municipal,7.2,6.9
Tunápolis,Pública,7.2,6.9
Turvo,Estadual,6.8,6.3
Turvo,Municipal,-,5.9
Turvo,Pública,6.7,6.1
União do Oeste,Estadual,-,-
União do Oeste,Municipal,-,6
União do Oeste,Pública,-,6
Urubici,Estadual,5.2,-
Urubici,Municipal,6.1,5.7
Urubici,Pública,5.8,5.7
Urupema,Estadual,5.3,5.9
Urupema,Municipal,-,-
Urupema,Pública,5.4,5.5
Urussanga,Estadual,6.7,6.7
Urussanga,Municipal,5.8,6.5
Urussanga,Pública,6.2,6.6
Vargeão,Estadual,-,-
Vargeão,Municipal,6.4,6.5
Vargeão,Pública,6.4,6.5
Vargem,Estadual,-,-
Vargem,Municipal,5.4,6
Vargem,Pública,5.4,6
Vargem Bonita,Estadual,-,6.2
Vargem Bonita,Municipal,5.7,6.2
Vargem Bonita,Pública,5.7,6.2
Vidal Ramos,Estadual,-,-
Vidal Ramos,Municipal,6,6.6
Vidal Ramos,Pública,6,6.6
Videira,Estadual,6.3,6.5
Videira,Municipal,6.2,6.5
Videira,Pública,6.2,6.5
Vitor Meireles,Estadual,-,-
Vitor Meireles,Municipal,5.5,6.4
Vitor Meireles,Pública,5.5,6.4
Witmarsum,Estadual,6.9,6.6
Witmarsum,Municipal,6.2,6.7
Witmarsum,Pública,6.6,6.7
Xanxerê,Estadual,6.2,6.3
Xanxerê,Municipal,5.9,5.9
Xanxerê,Pública,6,6
Xavantina,Estadual,-,-
Xavantina,Municipal,6.8,6.9
Xavantina,Pública,6.8,6.9
Xaxim,Estadual,-,-
Xaxim,Municipal,6.3,6.4
Xaxim,Pública,6.3,6.4
Zortéa,Municipal,6.3,5.8
Zortéa,Pública,6.3,5.8
Balneário Rincão,Estadual,5.6,5.8
Balneário Rincão,Municipal,5.6,5.1
Balneário Rincão,Pública,5.6,5.4
Aceguá,Estadual,-,-
Aceguá,Municipal,5.6,5.5
Aceguá,Pública,5.6,5.5
Água Santa,Municipal,5.9,5.7
Água Santa,Pública,5.8,5.7
Agudo,Estadual,6.2,5.9
Agudo,Municipal,5.7,6.1
Agudo,Pública,5.9,6.1
Ajuricaba,Estadual,6.2,6.3
Ajuricaba,Municipal,-,5.9
Ajuricaba,Pública,6.2,6.2
Alecrim,Estadual,6.3,5.7
Alecrim,Municipal,-,-
Alecrim,Pública,6.3,5.6
Alegrete,Estadual,5.6,5.8
Alegrete,Municipal,4.9,5.2
Alegrete,Pública,5.4,5.5
Alegria,Estadual,5.4,5.9
Alegria,Municipal,5.9,5.7
Alegria,Pública,5.6,5.8
Almirante Tamandaré do Sul,Estadual,-,-
Almirante Tamandaré do Sul,Pública,-,-
Alpestre,Estadual,7.4,6.9
Alpestre,Municipal,-,6.2
Alpestre,Pública,7.4,6.6
Alto Alegre,Estadual,-,-
Alto Alegre,Pública,-,-
Alto Feliz,Estadual,-,-
Alto Feliz,Municipal,5.5,6.2
Alto Feliz,Pública,5.5,6.2
Alvorada,Estadual,4.7,5
Alvorada,Municipal,4.8,4.8
Alvorada,Pública,4.8,4.9
Amaral Ferrador,Estadual,4.3,5.2
Amaral Ferrador,Municipal,4.2,4.7
Amaral Ferrador,Pública,4.3,4.9
Ametista do Sul,Estadual,5.9,5.6
Ametista do Sul,Municipal,5.4,5.6
Ametista do Sul,Pública,5.6,5.6
André da Rocha,Municipal,-,6.4
André da Rocha,Pública,-,6.4
Anta Gorda,Estadual,6.5,6.4
Anta Gorda,Municipal,-,-
Anta Gorda,Pública,6.6,6.5
Antônio Prado,Estadual,6.1,6.5
Antônio Prado,Municipal,5.6,4.9
Antônio Prado,Pública,5.9,5.6
Arambaré,Estadual,-,-
Arambaré,Municipal,-,5
Arambaré,Pública,-,5.1
Araricá,Estadual,4.8,5.1
Araricá,Municipal,5.9,6.3
Araricá,Pública,5.8,6.2
Aratiba,Estadual,-,6.3
Aratiba,Municipal,7.7,6.6
Aratiba,Pública,7.7,6.5
Arroio do Meio,Estadual,-,-
Arroio do Meio,Municipal,6.4,6.5
Arroio do Meio,Pública,6.4,6.5
Arroio do Sal,Estadual,7,-
Arroio do Sal,Municipal,5.5,6.1
Arroio do Sal,Pública,5.9,6.1
Arroio do Padre,Municipal,5,4.7
Arroio do Padre,Pública,5,4.7
Arroio dos Ratos,Estadual,4.6,4.9
Arroio dos Ratos,Municipal,5.1,5.4
Arroio dos Ratos,Pública,5,5.3
Arroio do Tigre,Estadual,6.8,7.2
Arroio do Tigre,Municipal,4.7,4.9
Arroio do Tigre,Pública,5.7,6.2
Arroio Grande,Estadual,5.3,5.4
Arroio Grande,Municipal,4.4,4.9
Arroio Grande,Pública,5,5.2
Arvorezinha,Estadual,6.2,7.4
Arvorezinha,Municipal,-,6
Arvorezinha,Pública,6.3,6.8
Augusto Pestana,Estadual,6.6,7
Augusto Pestana,Municipal,-,-
Augusto Pestana,Pública,6.7,6.9
Áurea,Estadual,-,6.9
Áurea,Pública,-,6.6
Bagé,Estadual,5.4,5.5
Bagé,Municipal,5,5.4
Bagé,Pública,5.1,5.4
Balneário Pinhal,Estadual,5.5,6.6
Balneário Pinhal,Municipal,4.5,4.9
Balneário Pinhal,Pública,4.6,5.1
Barão,Estadual,-,-
Barão,Municipal,6.4,6.6
Barão,Pública,6.3,6.6
Barão de Cotegipe,Estadual,5.2,5.5
Barão de Cotegipe,Municipal,-,6.8
Barão de Cotegipe,Pública,5.1,6
Barão do Triunfo,Estadual,-,5.6
Barão do Triunfo,Pública,-,5.4
Barracão,Estadual,-,6
Barracão,Municipal,6.1,5.7
Barracão,Pública,6.1,5.9
Barra do Guarita,Estadual,5.5,5.8
Barra do Guarita,Municipal,-,4.4
Barra do Guarita,Pública,5.4,5.2
Barra do Quaraí,Estadual,5.5,4.8
Barra do Quaraí,Municipal,5.4,4.9
Barra do Quaraí,Pública,5.4,4.9
Barra do Ribeiro,Estadual,4.6,4.3
Barra do Ribeiro,Municipal,4.7,4.4
Barra do Ribeiro,Pública,4.7,4.4
Barra do Rio Azul,Estadual,-,7.7
Barra do Rio Azul,Municipal,-,-
Barra do Rio Azul,Pública,-,7.7
Barra Funda,Estadual,-,-
Barra Funda,Municipal,-,7.5
Barra Funda,Pública,-,7
Barros Cassal,Estadual,5.8,5.9
Barros Cassal,Municipal,4.9,4.5
Barros Cassal,Pública,5.5,5.4
Benjamin Constant do Sul,Municipal,-,-
Benjamin Constant do Sul,Pública,-,-
Bento Gonçalves,Estadual,6.1,6.1
Bento Gonçalves,Municipal,6.3,6.4
Bento Gonçalves,Pública,6.2,6.3
Boa Vista das Missões,Estadual,-,6.8
Boa Vista das Missões,Municipal,-,5.2
Boa Vista das Missões,Pública,-,5.9
Boa Vista do Buricá,Estadual,-,6.6
Boa Vista do Buricá,Municipal,6.3,6.5
Boa Vista do Buricá,Pública,6.4,6.6
Boa Vista do Cadeado,Municipal,-,5.4
Boa Vista do Cadeado,Pública,-,5.4
Boa Vista do Incra,Municipal,5.6,5.4
Boa Vista do Incra,Pública,5.6,5.5
Boa Vista do Sul,Municipal,-,6.5
Boa Vista do Sul,Pública,-,6.6
Bom Jesus,Estadual,5.7,6.2
Bom Jesus,Municipal,5.5,5.2
Bom Jesus,Pública,5.6,5.8
Bom Princípio,Estadual,6.1,6.2
Bom Princípio,Municipal,6.2,6.5
Bom Princípio,Pública,6.2,6.4
Bom Progresso,Estadual,-,5.9
Bom Progresso,Municipal,-,6.2
Bom Progresso,Pública,-,6.1
Bom Retiro do Sul,Estadual,7.1,6.6
Bom Retiro do Sul,Municipal,6.4,6.2
Bom Retiro do Sul,Pública,6.7,6.4
Boqueirão do Leão,Estadual,6,6.2
Boqueirão do Leão,Pública,6,6.3
Bossoroca,Estadual,5,4.6
Bossoroca,Municipal,-,4.5
Bossoroca,Pública,5.1,4.5
Bozano,Municipal,-,7.5
Bozano,Pública,-,7.5
Braga,Estadual,5.6,6.2
Braga,Municipal,4.1,-
Braga,Pública,4.8,6.2
Brochier,Estadual,4.7,6.1
Brochier,Municipal,-,5.4
Brochier,Pública,4.9,5.8
Butiá,Estadual,6.1,6.1
Butiá,Municipal,4.5,4.3
Butiá,Pública,5.1,5
Caçapava do Sul,Estadual,5.9,6
Caçapava do Sul,Municipal,4.5,4.9
Caçapava do Sul,Pública,5.3,5.5
Cacequi,Estadual,5.9,5
Cacequi,Municipal,-,5.3
Cacequi,Pública,5.7,5.1
Cachoeira do Sul,Estadual,5.4,-
Cachoeira do Sul,Municipal,5.2,5.3
Cachoeira do Sul,Pública,5.3,5.5
Cachoeirinha,Estadual,5.6,5.7
Cachoeirinha,Municipal,5.5,5.5
Cachoeirinha,Pública,5.5,5.6
Cacique Doble,Estadual,-,6.3
Cacique Doble,Municipal,6,6.8
Cacique Doble,Pública,5.8,6.6
Caibaté,Estadual,5.3,6
Caibaté,Municipal,-,4.8
Caibaté,Pública,5.5,5.4
Caiçara,Estadual,6.6,7.1
Caiçara,Municipal,-,-
Caiçara,Pública,6.7,7.1
Camaquã,Estadual,5.9,5.8
Camaquã,Municipal,5.1,5.6
Camaquã,Pública,5.5,5.7
Camargo,Estadual,5.9,5.7
Camargo,Pública,6,5.8
Cambará do Sul,Estadual,5.3,5.7
Cambará do Sul,Municipal,-,3.6
Cambará do Sul,Pública,4.9,5.1
Campestre da Serra,Estadual,-,-
Campestre da Serra,Municipal,-,6.9
Campestre da Serra,Pública,-,6
Campina das Missões,Estadual,-,-
Campina das Missões,Municipal,6.7,6.7
Campina das Missões,Pública,6.7,6.6
Campinas do Sul,Estadual,7.8,7.4
Campinas do Sul,Municipal,-,5.1
Campinas do Sul,Pública,7.8,6.9
Campo Bom,Estadual,5.8,6.4
Campo Bom,Municipal,6.8,6.7
Campo Bom,Pública,6.7,6.7
Campo Novo,Estadual,-,6.9
Campo Novo,Municipal,5.4,6.4
Campo Novo,Pública,5.5,6.7
Campos Borges,Estadual,7.2,6.5
Campos Borges,Municipal,5.3,6.2
Campos Borges,Pública,6,6.3
Candelária,Estadual,5.7,6
Candelária,Municipal,5.7,5.5
Candelária,Pública,5.7,5.8
Cândido Godói,Estadual,-,6.3
Cândido Godói,Municipal,6.9,6.8
Cândido Godói,Pública,6.9,6.6
Candiota,Estadual,4.7,5.3
Candiota,Municipal,5.3,4.9
Candiota,Pública,4.8,5.1
Canela,Estadual,5.9,6.2
Canela,Municipal,4.9,5.2
Canela,Pública,5.3,5.7
Canguçu,Estadual,6.4,6.6
Canguçu,Municipal,5.6,5.3
Canguçu,Pública,5.9,5.8
Canoas,Estadual,5.2,5.3
Canoas,Municipal,5,5.1
Canoas,Pública,5.1,5.1
Canudos do Vale,Estadual,-,7.2
Canudos do Vale,Pública,-,7.2
Capão Bonito do Sul,Estadual,-,-
Capão Bonito do Sul,Municipal,5.8,7.2
Capão Bonito do Sul,Pública,5.8,7.2
Capão da Canoa,Estadual,5.7,5.7
Capão da Canoa,Municipal,4.9,5.1
Capão da Canoa,Pública,5.1,5.2
Capão do Cipó,Municipal,5.5,5.3
Capão do Cipó,Pública,5.4,5.3
Capão do Leão,Estadual,4.9,5.2
Capão do Leão,Municipal,4.9,4.7
Capão do Leão,Pública,4.9,4.8
Capivari do Sul,Estadual,7,6.9
Capivari do Sul,Municipal,5.2,5.6
Capivari do Sul,Pública,5.9,6.1
Capela de Santana,Estadual,4.6,3.9
Capela de Santana,Municipal,5.3,5.4
Capela de Santana,Pública,5.2,5.1
Capitão,Municipal,6.5,6.3
Capitão,Pública,6.5,6.2
Carazinho,Estadual,6.4,6.5
Carazinho,Municipal,5.4,6
Carazinho,Pública,5.9,6.3
Caraá,Estadual,5.3,5.8
Caraá,Municipal,-,-
Caraá,Pública,5.3,5.6
Carlos Barbosa,Estadual,6.5,6.6
Carlos Barbosa,Municipal,7.1,7.3
Carlos Barbosa,Pública,6.8,6.9
Carlos Gomes,Municipal,-,-
Casca,Estadual,6.3,6.3
Casca,Municipal,6.5,6.9
Casca,Pública,6.4,6.6
Caseiros,Estadual,7.2,6.8
Caseiros,Municipal,4.5,5.6
Caseiros,Pública,5.6,6
Catuípe,Estadual,7.1,7.5
Catuípe,Municipal,5.2,5.6
Catuípe,Pública,5.9,6.1
Caxias do Sul,Estadual,6,6.1
Caxias do Sul,Municipal,6,6
Caxias do Sul,Pública,6,6
Centenário,Estadual,6.6,7.1
Centenário,Municipal,-,-
Centenário,Pública,6.6,7.1
Cerrito,Estadual,5,4.7
Cerrito,Municipal,-,3.9
Cerrito,Pública,5.1,4.3
Cerro Branco,Estadual,-,6.1
Cerro Branco,Municipal,5.4,4.7
Cerro Branco,Pública,5.4,5.5
Cerro Grande,Estadual,-,5.5
Cerro Grande,Municipal,-,-
Cerro Grande,Pública,-,5.7
Cerro Grande do Sul,Estadual,6.2,6.1
Cerro Grande do Sul,Municipal,5.4,5.2
Cerro Grande do Sul,Pública,5.6,5.4
Cerro Largo,Estadual,6.4,6.3
Cerro Largo,Municipal,5.7,5.6
Cerro Largo,Pública,6.2,6.2
Chapada,Estadual,7.2,6.6
Chapada,Municipal,6,5.9
Chapada,Pública,6.6,6.3
Charqueadas,Estadual,5.6,5.7
Charqueadas,Municipal,4.6,5
Charqueadas,Pública,5,5.3
Charrua,Municipal,-,-
Chiapetta,Estadual,6.5,6.9
Chiapetta,Municipal,5.6,5.3
Chiapetta,Pública,6,6.3
Chuí,Estadual,5.4,5.9
Chuí,Municipal,4.4,4.5
Chuí,Pública,4.9,5.1
Chuvisca,Estadual,5.8,5.8
Chuvisca,Pública,5.5,5.6
Cidreira,Estadual,5.7,-
Cidreira,Municipal,4.6,4.8
Cidreira,Pública,4.9,5
Ciríaco,Estadual,5.8,6.7
Ciríaco,Municipal,-,-
Ciríaco,Pública,5.8,6.7
Colinas,Municipal,7,6.8
Colinas,Pública,7,6.8
Colorado,Estadual,-,6.8
Colorado,Municipal,-,-
Colorado,Pública,-,6.7
Condor,Estadual,6.4,7.2
Condor,Municipal,5.7,5.8
Condor,Pública,5.9,6.2
Constantina,Estadual,5.6,6
Constantina,Municipal,6.8,6.3
Constantina,Pública,6.5,6.2
Coqueiro Baixo,Municipal,-,-
Coqueiro Baixo,Pública,-,-
Coqueiros do Sul,Municipal,-,-
Coqueiros do Sul,Pública,-,-
Coronel Barros,Municipal,6.1,6
Coronel Barros,Pública,6.1,6
Coronel Bicaco,Estadual,5.2,6
Coronel Bicaco,Municipal,4.2,4.4
Coronel Bicaco,Pública,4.7,5.3
Coronel Pilar,Municipal,-,7.2
Coronel Pilar,Pública,-,7.2
Cotiporã,Estadual,-,-
Cotiporã,Municipal,5.9,7.1
Cotiporã,Pública,5.9,7.1
Coxilha,Municipal,6.1,5.8
Coxilha,Pública,6.1,5.8
Crissiumal,Estadual,6.1,5.8
Crissiumal,Municipal,6.4,6.8
Crissiumal,Pública,6.3,6.6
Cristal,Estadual,5,4.9
Cristal,Pública,5.2,4.9
Cristal do Sul,Estadual,-,6.1
Cristal do Sul,Municipal,-,5.6
Cristal do Sul,Pública,-,5.9
Cruz Alta,Estadual,5.4,5.5
Cruz Alta,Municipal,5.1,5.2
Cruz Alta,Pública,5.3,5.4
Cruzaltense,Municipal,-,-
Cruzaltense,Pública,-,-
Cruzeiro do Sul,Estadual,5.8,6.3
Cruzeiro do Sul,Municipal,6.1,5.7
Cruzeiro do Sul,Pública,5.9,5.9
David Canabarro,Estadual,6.3,7.6
David Canabarro,Pública,6.3,7.6
Derrubadas,Municipal,6.2,5.3
Derrubadas,Pública,6.2,5.3
Dezesseis de Novembro,Estadual,-,-
Dezesseis de Novembro,Pública,-,-
Dilermando de Aguiar,Estadual,-,4.5
Dilermando de Aguiar,Municipal,-,-
Dilermando de Aguiar,Pública,-,4.6
Dois Irmãos,Estadual,6.4,7.1
Dois Irmãos,Municipal,6.3,6.4
Dois Irmãos,Pública,6.3,6.6
Dois Irmãos das Missões,Estadual,5.1,6.5
Dois Irmãos das Missões,Municipal,-,-
Dois Irmãos das Missões,Pública,4.9,5.6
Dois Lajeados,Estadual,-,7.8
Dois Lajeados,Municipal,-,-
Dois Lajeados,Pública,-,7.8
Dom Feliciano,Estadual,6.6,6.9
Dom Feliciano,Municipal,4.3,5.7
Dom Feliciano,Pública,4.9,5.9
Dom Pedro de Alcântara,Estadual,-,-
Dom Pedro de Alcântara,Pública,-,-
Dom Pedrito,Estadual,5.6,5.7
Dom Pedrito,Municipal,5.1,4.8
Dom Pedrito,Pública,5.4,5.3
Dona Francisca,Estadual,-,5.7
Dona Francisca,Municipal,4.6,4.7
Dona Francisca,Pública,4.9,5.3
Doutor Maurício Cardoso,Estadual,-,-
Doutor Maurício Cardoso,Municipal,5.8,6
Doutor Maurício Cardoso,Pública,5.7,6
Doutor Ricardo,Estadual,-,-
Doutor Ricardo,Municipal,-,5.1
Doutor Ricardo,Pública,-,5
Eldorado do Sul,Estadual,5.5,5.3
Eldorado do Sul,Municipal,4.8,5
Eldorado do Sul,Pública,4.9,5
Encantado,Estadual,6.9,6.5
Encantado,Municipal,6.8,6.6
Encantado,Pública,6.8,6.5
Encruzilhada do Sul,Estadual,5.6,6
Encruzilhada do Sul,Municipal,4.6,4.6
Encruzilhada do Sul,Pública,5.3,5.5
Engenho Velho,Municipal,-,4.6
Engenho Velho,Pública,-,4.6
Entre-Ijuís,Estadual,5.6,6
Entre-Ijuís,Municipal,-,-
Entre-Ijuís,Pública,5.8,6
Entre Rios do Sul,Estadual,-,7.5
Entre Rios do Sul,Municipal,-,6.1
Entre Rios do Sul,Pública,-,6.8
Erebango,Estadual,-,-
Erebango,Municipal,5.2,4.5
Erebango,Pública,5.3,4.6
Erechim,Estadual,6.6,6.6
Erechim,Municipal,6.1,6.3
Erechim,Pública,6.4,6.5
Ernestina,Estadual,-,5.6
Ernestina,Municipal,-,5.6
Ernestina,Pública,-,5.6
Herval,Estadual,5.3,-
Herval,Municipal,4.6,5.1
Herval,Pública,4.9,5.2
Erval Grande,Estadual,6.4,6.6
Erval Grande,Municipal,-,5.8
Erval Grande,Pública,6.5,6.2
Erval Seco,Estadual,6,5.8
Erval Seco,Municipal,-,-
Erval Seco,Pública,6.1,5.9
Esmeralda,Estadual,-,-
Esmeralda,Municipal,4.9,5.1
Esmeralda,Pública,5.1,5.3
Esperança do Sul,Municipal,-,5.8
Esperança do Sul,Pública,-,5.8
Espumoso,Estadual,6.6,6.1
Espumoso,Municipal,5.2,6.1
Espumoso,Pública,6.2,6.1
Estação,Estadual,6.5,6.8
Estação,Municipal,6.7,7
Estação,Pública,6.7,7
Estância Velha,Estadual,5.6,6
Estância Velha,Municipal,6.3,6.5
Estância Velha,Pública,6.3,6.4
Esteio,Estadual,5.4,5.9
Esteio,Municipal,5.4,5.6
Esteio,Pública,5.4,5.7
Estrela,Estadual,6.1,5.8
Estrela,Municipal,5.9,5.9
Estrela,Pública,6,5.9
Estrela Velha,Municipal,4.7,6.3
Estrela Velha,Pública,4.7,6.2
Eugênio de Castro,Estadual,4.2,5.3
Eugênio de Castro,Municipal,-,-
Eugênio de Castro,Pública,4.5,5.6
Fagundes Varela,Municipal,6.4,7.5
Fagundes Varela,Pública,6.4,7.5
Farroupilha,Estadual,6.4,6.5
Farroupilha,Municipal,6.9,7.2
Farroupilha,Pública,6.8,7
Faxinal do Soturno,Estadual,6.5,6.9
Faxinal do Soturno,Municipal,-,5.2
Faxinal do Soturno,Pública,6.4,6.2
Faxinalzinho,Estadual,4.9,6
Faxinalzinho,Municipal,-,-
Faxinalzinho,Pública,4.9,6
Fazenda Vilanova,Municipal,5.9,5.9
Fazenda Vilanova,Pública,5.9,5.9
Feliz,Estadual,6.2,6.4
Feliz,Municipal,6.7,6.6
Feliz,Pública,6.3,6.5
Flores da Cunha,Estadual,6.3,7.1
Flores da Cunha,Municipal,6.3,6.9
Flores da Cunha,Pública,6.3,7
Floriano Peixoto,Municipal,-,-
Floriano Peixoto,Pública,-,-
Fontoura Xavier,Estadual,5.9,5.9
Fontoura Xavier,Municipal,-,5.4
Fontoura Xavier,Pública,5.9,5.7
Formigueiro,Estadual,5.2,5
Formigueiro,Municipal,-,4.6
Formigueiro,Pública,5.3,4.9
Forquetinha,Municipal,6.6,6.5
Forquetinha,Pública,6.6,6.5
Fortaleza dos Valos,Estadual,-,7
Fortaleza dos Valos,Municipal,6,6.9
Fortaleza dos Valos,Pública,6,6.9
Frederico Westphalen,Estadual,6.7,6.7
Frederico Westphalen,Municipal,5.3,5.6
Frederico Westphalen,Pública,6.4,6.3
Garibaldi,Estadual,6.4,6.5
Garibaldi,Municipal,6.5,6.6
Garibaldi,Pública,6.5,6.6
Garruchos,Estadual,-,6.1
Garruchos,Pública,-,6.3
Gaurama,Estadual,7,7
Gaurama,Municipal,6,6.7
Gaurama,Pública,6.6,6.9
General Câmara,Estadual,5,5
General Câmara,Municipal,-,-
General Câmara,Pública,5.1,5.1
Gentil,Municipal,-,6.2
Gentil,Pública,-,6.2
Getúlio Vargas,Estadual,7,7.1
Getúlio Vargas,Municipal,6.1,6.4
Getúlio Vargas,Pública,6.5,6.7
Giruá,Estadual,6.7,6.6
Giruá,Municipal,5.1,5.8
Giruá,Pública,6,6.3
Glorinha,Estadual,-,-
Glorinha,Municipal,5.5,5.7
Glorinha,Pública,5.5,5.7
Gramado,Estadual,6.2,6
Gramado,Municipal,5.6,6
Gramado,Pública,5.7,6
Gramado dos Loureiros,Municipal,-,-
Gramado Xavier,Estadual,5.7,5.7
Gramado Xavier,Municipal,-,-
Gramado Xavier,Pública,5.7,5.7
Gravataí,Estadual,5.4,5.7
Gravataí,Municipal,5.2,5.4
Gravataí,Pública,5.2,5.5
Guabiju,Municipal,-,5.5
Guabiju,Pública,-,5.5
Guaíba,Estadual,4.9,5.3
Guaíba,Municipal,5.5,5.7
Guaíba,Pública,5.2,5.5
Guaporé,Estadual,5.9,5.8
Guaporé,Municipal,6.6,6.9
Guaporé,Pública,6.3,6.5
Guarani das Missões,Estadual,-,6
Guarani das Missões,Municipal,6.4,5.5
Guarani das Missões,Pública,6.4,5.7
Harmonia,Estadual,7.2,6.4
Harmonia,Municipal,-,-
Harmonia,Pública,7.1,6.5
Herveiras,Estadual,-,5.9
Herveiras,Pública,-,6
Horizontina,Estadual,5.8,-
Horizontina,Municipal,6.5,6.5
Horizontina,Pública,6.4,6.5
Hulha Negra,Estadual,-,5.9
Hulha Negra,Municipal,4.8,5.6
Hulha Negra,Pública,4.7,5.6
Humaitá,Estadual,-,-
Humaitá,Municipal,6.5,6.7
Humaitá,Pública,6.3,6.7
Ibarama,Estadual,-,6.7
Ibarama,Pública,-,6.4
